"BY RELIGION, SEX AND RURAL/URBAN",,,,,,,,,,,,


Id,Division,District,Tehsil,Area,Sex,Total,Muslim,Christian,HinduJati,QadianiAhmadi,Scheduled_Castes,Others
1092,RAWALPINDI,CHAKWAL,TALA GANG TEHSIL,TOTAL,FEMALE,200178,199062,844,14,208,5,45
1093,RAWALPINDI,CHAKWAL,TALA GANG TEHSIL,RURAL,BOTH SEXES,342655,340912,1207,22,395,14,105
1094,RAWALPINDI,CHAKWAL,TALA GANG TEHSIL,RURAL,MALE,161425,160536,592,9,218,10,60
1095,RAWALPINDI,CHAKWAL,TALA GANG TEHSIL,RURAL,FEMALE,181230,180376,615,13,177,4,45
1096,RAWALPINDI,CHAKWAL,TALA GANG TEHSIL,URBAN,BOTH SEXES,37766,37260,455,1,48,2,-
1097,RAWALPINDI,CHAKWAL,TALA GANG TEHSIL,URBAN,MALE,18818,18574,226,-,17,1,-
1098,RAWALPINDI,CHAKWAL,TALA GANG TEHSIL,URBAN,FEMALE,18948,18686,229,1,31,1,-
1099,RAWALPINDI,JHELUM,JHELUM DISTRICT,TOTAL,BOTH SEXES,936957,922628,12774,202,1342,3,8
1100,RAWALPINDI,JHELUM,JHELUM DISTRICT,TOTAL,MALE,468112,460848,6480,91,683,3,7
1101,RAWALPINDI,JHELUM,JHELUM DISTRICT,TOTAL,FEMALE,468845,461780,6294,111,659,-,1
1102,RAWALPINDI,JHELUM,JHELUM DISTRICT,RURAL,BOTH SEXES,677627,671823,5530,14,256,2,2
1103,RAWALPINDI,JHELUM,JHELUM DISTRICT,RURAL,MALE,328544,325684,2726,6,125,2,1
1104,RAWALPINDI,JHELUM,JHELUM DISTRICT,RURAL,FEMALE,349083,346139,2804,8,131,-,1
1105,RAWALPINDI,JHELUM,JHELUM DISTRICT,URBAN,BOTH SEXES,259330,250805,7244,188,1086,1,6
1106,RAWALPINDI,JHELUM,JHELUM DISTRICT,URBAN,MALE,139568,135164,3754,85,558,1,6
1107,RAWALPINDI,JHELUM,JHELUM DISTRICT,URBAN,FEMALE,119762,115641,3490,103,528,-,-
1108,RAWALPINDI,JHELUM,JHELUM TEHSIL,TOTAL,BOTH SEXES,516942,505351,10412,9,1162,3,5
1109,RAWALPINDI,JHELUM,JHELUM TEHSIL,TOTAL,MALE,263932,258007,5321,4,593,3,4
1110,RAWALPINDI,JHELUM,JHELUM TEHSIL,TOTAL,FEMALE,253010,247344,5091,5,569,-,1
1111,RAWALPINDI,JHELUM,JHELUM TEHSIL,RURAL,BOTH SEXES,316912,312779,3991,3,135,2,2
1112,RAWALPINDI,JHELUM,JHELUM TEHSIL,RURAL,MALE,154675,152623,1985,1,63,2,1
1113,RAWALPINDI,JHELUM,JHELUM TEHSIL,RURAL,FEMALE,162237,160156,2006,2,72,-,1
1114,RAWALPINDI,JHELUM,JHELUM TEHSIL,URBAN,BOTH SEXES,200030,192572,6421,6,1027,1,3
1115,RAWALPINDI,JHELUM,JHELUM TEHSIL,URBAN,MALE,109257,105384,3336,3,530,1,3
1116,RAWALPINDI,JHELUM,JHELUM TEHSIL,URBAN,FEMALE,90773,87188,3085,3,497,-,-
1117,RAWALPINDI,JHELUM,PIND DADAN KHAN TEHSIL,TOTAL,BOTH SEXES,263615,261589,1676,193,154,-,3
1118,RAWALPINDI,JHELUM,PIND DADAN KHAN TEHSIL,TOTAL,MALE,130158,129157,835,87,76,-,3
1119,RAWALPINDI,JHELUM,PIND DADAN KHAN TEHSIL,TOTAL,FEMALE,133457,132432,841,106,78,-,-
1120,RAWALPINDI,JHELUM,PIND DADAN KHAN TEHSIL,RURAL,BOTH SEXES,217023,215949,968,11,95,-,-
1121,RAWALPINDI,JHELUM,PIND DADAN KHAN TEHSIL,RURAL,MALE,106080,105555,472,5,48,-,-
1122,RAWALPINDI,JHELUM,PIND DADAN KHAN TEHSIL,RURAL,FEMALE,110943,110394,496,6,47,-,-
1123,RAWALPINDI,JHELUM,PIND DADAN KHAN TEHSIL,URBAN,BOTH SEXES,46592,45640,708,182,59,-,3
1124,RAWALPINDI,JHELUM,PIND DADAN KHAN TEHSIL,URBAN,MALE,24078,23602,363,82,28,-,3
1125,RAWALPINDI,JHELUM,PIND DADAN KHAN TEHSIL,URBAN,FEMALE,22514,22038,345,100,31,-,-
1126,RAWALPINDI,JHELUM,SOHAWA TEHSIL,TOTAL,BOTH SEXES,156400,155688,686,-,26,-,-
1127,RAWALPINDI,JHELUM,SOHAWA TEHSIL,TOTAL,MALE,74022,73684,324,-,14,-,-
1128,RAWALPINDI,JHELUM,SOHAWA TEHSIL,TOTAL,FEMALE,82378,82004,362,-,12,-,-
1129,RAWALPINDI,JHELUM,SOHAWA TEHSIL,RURAL,BOTH SEXES,143692,143095,571,-,26,-,-
1130,RAWALPINDI,JHELUM,SOHAWA TEHSIL,RURAL,MALE,67789,67506,269,-,14,-,-
1131,RAWALPINDI,JHELUM,SOHAWA TEHSIL,RURAL,FEMALE,75903,75589,302,-,12,-,-
1132,RAWALPINDI,JHELUM,SOHAWA TEHSIL,URBAN,BOTH SEXES,12708,12593,115,-,-,-,-
1133,RAWALPINDI,JHELUM,SOHAWA TEHSIL,URBAN,MALE,6233,6178,55,-,-,-,-
1134,RAWALPINDI,JHELUM,SOHAWA TEHSIL,URBAN,FEMALE,6475,6415,60,-,-,-,-
1135,RAWALPINDI,RAWALPINDI,RAWALPINDI DISTRICT,TOTAL,BOTH SEXES,3363911,3287212,70889,397,4949,33,431
1136,RAWALPINDI,RAWALPINDI,RAWALPINDI DISTRICT,TOTAL,MALE,1722477,1683054,36420,202,2551,17,233
1137,RAWALPINDI,RAWALPINDI,RAWALPINDI DISTRICT,TOTAL,FEMALE,1641434,1604158,34469,195,2398,16,198
1138,RAWALPINDI,RAWALPINDI,RAWALPINDI DISTRICT,RURAL,BOTH SEXES,1575638,1564318,10203,90,906,16,105
1139,RAWALPINDI,RAWALPINDI,RAWALPINDI DISTRICT,RURAL,MALE,773021,767261,5218,31,441,8,62
1140,RAWALPINDI,RAWALPINDI,RAWALPINDI DISTRICT,RURAL,FEMALE,802617,797057,4985,59,465,8,43
1141,RAWALPINDI,RAWALPINDI,RAWALPINDI DISTRICT,URBAN,BOTH SEXES,1788273,1722894,60686,307,4043,17,326
1142,RAWALPINDI,RAWALPINDI,RAWALPINDI DISTRICT,URBAN,MALE,949456,915793,31202,171,2110,9,171
1143,RAWALPINDI,RAWALPINDI,RAWALPINDI DISTRICT,URBAN,FEMALE,838817,807101,29484,136,1933,8,155
1144,RAWALPINDI,RAWALPINDI,GUJAR KHAN TEHSIL,TOTAL,BOTH SEXES,494010,491315,2386,10,266,6,27
1145,RAWALPINDI,RAWALPINDI,GUJAR KHAN TEHSIL,TOTAL,MALE,235892,234570,1173,4,127,3,15
1146,RAWALPINDI,RAWALPINDI,GUJAR KHAN TEHSIL,TOTAL,FEMALE,258118,256745,1213,6,139,3,12
1147,RAWALPINDI,RAWALPINDI,GUJAR KHAN TEHSIL,RURAL,BOTH SEXES,426860,425174,1492,10,157,6,21
1148,RAWALPINDI,RAWALPINDI,GUJAR KHAN TEHSIL,RURAL,MALE,202163,201368,706,4,70,3,12
1149,RAWALPINDI,RAWALPINDI,GUJAR KHAN TEHSIL,RURAL,FEMALE,224697,223806,786,6,87,3,9
1150,RAWALPINDI,RAWALPINDI,GUJAR KHAN TEHSIL,URBAN,BOTH SEXES,67150,66141,894,-,109,-,6
1151,RAWALPINDI,RAWALPINDI,GUJAR KHAN TEHSIL,URBAN,MALE,33729,33202,467,-,57,-,3
1152,RAWALPINDI,RAWALPINDI,GUJAR KHAN TEHSIL,URBAN,FEMALE,33421,32939,427,-,52,-,3
1153,RAWALPINDI,RAWALPINDI,KAHUTA TEHSIL,TOTAL,BOTH SEXES,313200,311916,1151,60,63,4,6
1154,RAWALPINDI,RAWALPINDI,KAHUTA TEHSIL,TOTAL,MALE,149082,148480,554,17,27,2,2
1155,RAWALPINDI,RAWALPINDI,KAHUTA TEHSIL,TOTAL,FEMALE,164118,163436,597,43,36,2,4
1156,RAWALPINDI,RAWALPINDI,KAHUTA TEHSIL,RURAL,BOTH SEXES,293993,292828,1043,60,52,4,6
1157,RAWALPINDI,RAWALPINDI,KAHUTA TEHSIL,RURAL,MALE,139371,138832,500,17,18,2,2
1158,RAWALPINDI,RAWALPINDI,KAHUTA TEHSIL,RURAL,FEMALE,154622,153996,543,43,34,2,4
1159,RAWALPINDI,RAWALPINDI,KAHUTA TEHSIL,URBAN,BOTH SEXES,19207,19088,108,-,11,-,-
1160,RAWALPINDI,RAWALPINDI,KAHUTA TEHSIL,URBAN,MALE,9711,9648,54,-,9,-,-
1161,RAWALPINDI,RAWALPINDI,KAHUTA TEHSIL,URBAN,FEMALE,9496,9440,54,-,2,-,-
1162,RAWALPINDI,RAWALPINDI,KOTLI SATTIAN TEHSIL,TOTAL,BOTH SEXES,81523,81239,267,1,16,-,-
1163,RAWALPINDI,RAWALPINDI,KOTLI SATTIAN TEHSIL,TOTAL,MALE,39136,38988,140,1,7,-,-
1164,RAWALPINDI,RAWALPINDI,KOTLI SATTIAN TEHSIL,TOTAL,FEMALE,42387,42251,127,-,9,-,-
1165,RAWALPINDI,RAWALPINDI,KOTLI SATTIAN TEHSIL,RURAL,BOTH SEXES,81523,81239,267,1,16,-,-
1166,RAWALPINDI,RAWALPINDI,KOTLI SATTIAN TEHSIL,RURAL,MALE,39136,38988,140,1,7,-,-
1167,RAWALPINDI,RAWALPINDI,KOTLI SATTIAN TEHSIL,RURAL,FEMALE,42387,42251,127,-,9,-,-
1168,RAWALPINDI,RAWALPINDI,MURREE TEHSIL,TOTAL,BOTH SEXES,176426,175622,741,2,24,3,34
1169,RAWALPINDI,RAWALPINDI,MURREE TEHSIL,TOTAL,MALE,90780,90361,379,1,11,3,25
1170,RAWALPINDI,RAWALPINDI,MURREE TEHSIL,TOTAL,FEMALE,85646,85261,362,1,13,-,9
1171,RAWALPINDI,RAWALPINDI,MURREE TEHSIL,RURAL,BOTH SEXES,155051,154537,470,1,17,3,23
1172,RAWALPINDI,RAWALPINDI,MURREE TEHSIL,RURAL,MALE,77318,77066,227,1,6,3,15
1173,RAWALPINDI,RAWALPINDI,MURREE TEHSIL,RURAL,FEMALE,77733,77471,243,-,11,-,8
1174,RAWALPINDI,RAWALPINDI,MURREE TEHSIL,URBAN,BOTH SEXES,21375,21085,271,1,7,-,11
1175,RAWALPINDI,RAWALPINDI,MURREE TEHSIL,URBAN,MALE,13462,13295,152,-,5,-,10
1176,RAWALPINDI,RAWALPINDI,MURREE TEHSIL,URBAN,FEMALE,7913,7790,119,1,2,-,1
1177,RAWALPINDI,RAWALPINDI,RAWALPINDITEHSIL,TOTAL,BOTH SEXES,1927612,1865288,57850,316,3804,17,337
1178,RAWALPINDI,RAWALPINDI,RAWALPINDITEHSIL,TOTAL,MALE,1013634,981488,29828,173,1965,6,174
1179,RAWALPINDI,RAWALPINDI,RAWALPINDITEHSIL,TOTAL,FEMALE,913978,883800,28022,143,1839,11,163
1180,RAWALPINDI,RAWALPINDI,RAWALPINDI TEHSIL,RURAL,BOTH SEXES,517844,511341,5847,15,590,3,48
1181,RAWALPINDI,RAWALPINDI,RAWALPINDI TEHSIL,RURAL,MALE,263104,259682,3088,6,299,-,29
1182,RAWALPINDI,RAWALPINDI,RAWALPINDI TEHSIL,RURAL,FEMALE,254740,251659,2759,9,291,3,19
1183,RAWALPINDI,RAWALPINDI,RAWALPINDI TEHSIL,URBAN,BOTH SEXES,1409768,1353947,52003,301,3214,14,289
1184,RAWALPINDI,RAWALPINDI,RAWALPINDI TEHSIL,URBAN,MALE,750530,721806,26740,167,1666,6,145
1185,RAWALPINDI,RAWALPINDI,RAWALPINDI TEHSIL,URBAN,FEMALE,659238,632141,25263,134,1548,8,144
1186,RAWALPINDI,RAWALPINDI,TAXILA TEHSIL,TOTAL,BOTH SEXES,371140,361832,8494,8,776,3,27
1187,RAWALPINDI,RAWALPINDI,TAXILA TEHSIL,TOTAL,MALE,193953,189167,4346,6,414,3,17
1188,RAWALPINDI,RAWALPINDI,TAXILA TEHSIL,TOTAL,FEMALE,177187,172665,4148,2,362,-,10
1189,RAWALPINDI,RAWALPINDI,TAXILA TEHSIL,RURAL,BOTH SEXES,100367,99199,1084,3,74,-,7
1190,RAWALPINDI,RAWALPINDI,TAXILA TEHSIL,RURAL,MALE,51929,51325,557,2,41,-,4
1191,RAWALPINDI,RAWALPINDI,TAXILA TEHSIL,RURAL,FEMALE,48438,47874,527,1,33,-,3
1192,RAWALPINDI,RAWALPINDI,TAXILA TEHSIL,URBAN,BOTH SEXES,270773,262633,7410,5,702,3,20
1193,RAWALPINDI,RAWALPINDI,TAXILA TEHSIL,URBAN,MALE,142024,137842,3789,4,373,3,13
1194,RAWALPINDI,RAWALPINDI,TAXILA TEHSIL,URBAN,FEMALE,128749,124791,3621,1,329,-,7
1195,SARGODHA,BHAKKAR,BHAKKAR DISTRICT,TOTAL,BOTH SEXES,1051456,1047010,1935,10,461,23,2017
1196,SARGODHA,BHAKKAR,BHAKKAR DISTRICT,TOTAL,MALE,543661,541359,980,3,238,12,1069
1197,SARGODHA,BHAKKAR,BHAKKAR DISTRICT,TOTAL,FEMALE,507795,505651,955,7,223,11,948
1198,SARGODHA,BHAKKAR,BHAKKAR DISTRICT,RURAL,BOTH SEXES,882782,879410,1140,9,306,23,1894
1199,SARGODHA,BHAKKAR,BHAKKAR DISTRICT,RURAL,MALE,456070,454337,576,3,147,12,995
1200,SARGODHA,BHAKKAR,BHAKKAR DISTRICT,RURAL,FEMALE,426712,425073,564,6,159,11,899
1201,SARGODHA,BHAKKAR,BHAKKAR DISTRICT,URBAN,BOTH SEXES,168674,167600,795,1,155,-,123
1202,SARGODHA,BHAKKAR,BHAKKAR DISTRICT,URBAN,MALE,87591,87022,404,-,91,-,74
1203,SARGODHA,BHAKKAR,BHAKKAR DISTRICT,URBAN,FEMALE,81083,80578,391,1,64,-,49
1204,SARGODHA,BHAKKAR,BHAKKAR TEHSIL,TOTAL,BOTH SEXES,424488,422710,808,6,168,22,774
1205,SARGODHA,BHAKKAR,BHAKKAR TEHSIL,TOTAL,MALE,219038,218109,413,3,83,11,419
1206,SARGODHA,BHAKKAR,BHAKKAR TEHSIL,TOTAL,FEMALE,205450,204601,395,3,85,11,355
1207,SARGODHA,BHAKKAR,BHAKKAR TEHSIL,RURAL,BOTH SEXES,355592,354323,383,6,124,22,734
1208,SARGODHA,BHAKKAR,BHAKKAR TEHSIL,RURAL,MALE,183121,182460,191,3,61,11,395
1209,SARGODHA,BHAKKAR,BHAKKAR TEHSIL,RURAL,FEMALE,172471,171863,192,3,63,11,339
1210,SARGODHA,BHAKKAR,BHAKKAR TEHSIL,URBAN,BOTH SEXES,68896,68387,425,-,44,-,40
1211,SARGODHA,BHAKKAR,BHAKKAR TEHSIL,URBAN,MALE,35917,35649,222,-,22,-,24
1212,SARGODHA,BHAKKAR,BHAKKAR TEHSIL,URBAN,FEMALE,32979,32738,203,-,22,-,16
1213,SARGODHA,BHAKKAR,DARYA KHAN TEHSIL,TOTAL,BOTH SEXES,233410,232485,352,3,156,-,414
1214,SARGODHA,BHAKKAR,DARYA KHAN TEHSIL,TOTAL,MALE,121303,120828,178,-,81,-,216
1215,SARGODHA,BHAKKAR,DARYA KHAN TEHSIL,TOTAL,FEMALE,112107,111657,174,3,75,-,198
1216,SARGODHA,BHAKKAR,DARYA KHAN TEHSIL,RURAL,BOTH SEXES,178775,178292,78,3,60,-,342
1217,SARGODHA,BHAKKAR,DARYA KHAN TEHSIL,RURAL,MALE,92900,92664,42,-,23,-,171
1218,SARGODHA,BHAKKAR,DARYA KHAN TEHSIL,RURAL,FEMALE,85875,85628,36,3,37,-,171
1219,SARGODHA,BHAKKAR,DARYA KHAN TEHSIL,URBAN,BOTH SEXES,54635,54193,274,-,96,-,72
1220,SARGODHA,BHAKKAR,DARYA KHAN TEHSIL,URBAN,MALE,28403,28164,136,-,58,-,45
1221,SARGODHA,BHAKKAR,DARYA KHAN TEHSIL,URBAN,FEMALE,26232,26029,138,-,38,-,27
1222,SARGODHA,BHAKKAR,KALUR KOT TEHSIL,TOTAL,BOTH SEXES,223676,222778,420,1,53,1,423
1223,SARGODHA,BHAKKAR,KALUR KOT TEHSIL,TOTAL,MALE,115350,114884,213,-,29,1,223
1224,SARGODHA,BHAKKAR,KALUR KOT TEHSIL,TOTAL,FEMALE,108326,107894,207,1,24,-,200
1225,SARGODHA,BHAKKAR,KALUR KOT TEHSIL,RURAL,BOTH SEXES,187751,186957,338,-,40,1,415
1226,SARGODHA,BHAKKAR,KALUR KOT TEHSIL,RURAL,MALE,96835,96421,174,-,19,1,220
1227,SARGODHA,BHAKKAR,KALUR KOT TEHSIL,RURAL,FEMALE,90916,90536,164,-,21,-,195
1228,SARGODHA,BHAKKAR,KALUR KOT TEHSIL,URBAN,BOTH SEXES,35925,35821,82,1,13,-,8
1229,SARGODHA,BHAKKAR,KALUR KOT TEHSIL,URBAN,MALE,18515,18463,39,-,10,-,3
1230,SARGODHA,BHAKKAR,KALUR KOT TEHSIL,URBAN,FEMALE,17410,17358,43,1,3,-,5
1231,SARGODHA,BHAKKAR,MANKERA TEHSIL,TOTAL,BOTH SEXES,169882,169037,355,-,84,-,406
1232,SARGODHA,BHAKKAR,MANKERA TEHSIL,TOTAL,MALE,87970,87538,176,-,45,-,211
1233,SARGODHA,BHAKKAR,MANKERA TEHSIL,TOTAL,FEMALE,81912,81499,179,-,39,-,195
1234,SARGODHA,BHAKKAR,MANKERA TEHSIL,RURAL,BOTH SEXES,160664,159838,341,-,82,-,403
1235,SARGODHA,BHAKKAR,MANKERA TEHSIL,RURAL,MALE,83214,82792,169,-,44,-,209
1236,SARGODHA,BHAKKAR,MANKERA TEHSIL,RURAL,FEMALE,77450,77046,172,-,38,-,194
1237,SARGODHA,BHAKKAR,MANKERA TEHSIL,URBAN,BOTH SEXES,9218,9199,14,-,2,-,3
1238,SARGODHA,BHAKKAR,MANKERA TEHSIL,URBAN,MALE,4756,4746,7,-,1,-,2
1239,SARGODHA,BHAKKAR,MANKERA TEHSIL,URBAN,FEMALE,4462,4453,7,-,1,-,1
1240,SARGODHA,KHUSHAB,KHUSHAB DISTRICT,TOTAL,BOTH SEXES,905711,891821,11154,123,2426,44,143
1241,SARGODHA,KHUSHAB,KHUSHAB DISTRICT,TOTAL,MALE,451439,444312,5688,79,1260,19,81
1242,SARGODHA,KHUSHAB,KHUSHAB DISTRICT,TOTAL,FEMALE,454272,447509,5466,44,1166,25,62
1243,SARGODHA,KHUSHAB,KHUSHAB DISTRICT,RURAL,BOTH SEXES,676742,666953,7612,68,1978,18,113
1244,SARGODHA,KHUSHAB,KHUSHAB DISTRICT,RURAL,MALE,336224,331232,3832,53,1038,6,63
1245,SARGODHA,KHUSHAB,KHUSHAB DISTRICT,RURAL,FEMALE,340518,335721,3780,15,940,12,50
1246,SARGODHA,KHUSHAB,KHUSHAB DISTRICT,URBAN,BOTH SEXES,228969,224868,3542,55,448,26,30
1247,SARGODHA,KHUSHAB,KHUSHAB DISTRICT,URBAN,MALE,115215,113080,1856,26,222,13,18
1248,SARGODHA,KHUSHAB,KHUSHAB DISTRICT,URBAN,FEMALE,113754,111788,1686,29,226,13,12
1249,SARGODHA,KHUSHAB,KHUSHAB TEHSIL,TOTAL,BOTH SEXES,731028,718385,10700,99,1686,39,119
1250,SARGODHA,KHUSHAB,KHUSHAB TEHSIL,TOTAL,MALE,363178,356664,5462,58,906,19,69
1251,SARGODHA,KHUSHAB,KHUSHAB TEHSIL,TOTAL,FEMALE,367850,361721,5238,41,780,20,50
1252,SARGODHA,KHUSHAB,KHUSHAB TEHSIL,RURAL,BOTH SEXES,517150,508520,7229,48,1247,14,92
1253,SARGODHA,KHUSHAB,KHUSHAB TEHSIL,RURAL,MALE,255626,251200,3641,35,690,6,54
1254,SARGODHA,KHUSHAB,KHUSHAB TEHSIL,RURAL,FEMALE,261524,257320,3588,13,557,8,38
1255,SARGODHA,KHUSHAB,KHUSHAB TEHSIL,URBAN,BOTH SEXES,213878,209865,3471,51,439,25,27
1256,SARGODHA,KHUSHAB,KHUSHAB TEHSIL,URBAN,MALE,107552,105464,1821,23,216,13,15
1257,SARGODHA,KHUSHAB,KHUSHAB TEHSIL,URBAN,FEMALE,106326,104401,1650,28,223,12,12
1258,SARGODHA,KHUSHAB,NOORPUR TEHSIL,TOTAL,BOTH SEXES,174683,173436,454,24,740,5,24
1259,SARGODHA,KHUSHAB,NOORPUR TEHSIL,TOTAL,MALE,88261,87648,226,21,354,-,12
1260,SARGODHA,KHUSHAB,NOORPUR TEHSIL,TOTAL,FEMALE,86422,85788,228,3,386,5,12
1261,SARGODHA,KHUSHAB,NOORPUR TEHSIL,RURAL,BOTH SEXES,159592,158433,383,20,731,4,21
1262,SARGODHA,KHUSHAB,NOORPUR TEHSIL,RURAL,MALE,80598,80032,191,18,348,-,9
1263,SARGODHA,KHUSHAB,NOORPUR TEHSIL,RURAL,FEMALE,78994,78401,192,2,383,4,12
1264,SARGODHA,KHUSHAB,NOORPUR TEHSIL,URBAN,BOTH SEXES,15091,15003,71,4,9,1,3
1265,SARGODHA,KHUSHAB,NOORPUR TEHSIL,URBAN,MALE,7663,7616,35,3,6,-,3
1266,SARGODHA,KHUSHAB,NOORPUR TEHSIL,URBAN,FEMALE,7428,7387,36,1,3,1,-
1267,SARGODHA,MIANWALI,MIANWALI DISTRICT,TOTAL,BOTH SEXES,1056620,1047131,8078,37,807,84,483
1268,SARGODHA,MIANWALI,MIANWALI DISTRICT,TOTAL,MALE,530311,525420,4189,24,412,28,238
1269,SARGODHA,MIANWALI,MIANWALI DISTRICT,TOTAL,FEMALE,526309,521711,3889,13,395,56,245
1270,SARGODHA,MIANWALI,MIANWALI DISTRICT,RURAL,BOTH SEXES,836610,829591,5949,26,642,63,339
1271,SARGODHA,MIANWALI,MIANWALI DISTRICT,RURAL,MALE,417950,414315,3082,16,347,24,166
1272,SARGODHA,MIANWALI,MIANWALI DISTRICT,RURAL,FEMALE,418660,415276,2867,10,295,39,173
1273,SARGODHA,MIANWALI,MIANWALI DISTRICT,URBAN,BOTH SEXES,220010,217540,2129,11,165,21,144
1274,SARGODHA,MIANWALI,MIANWALI DISTRICT,URBAN,MALE,112361,111105,1107,8,65,4,72
1275,SARGODHA,MIANWALI,MIANWALI DISTRICT,URBAN,FEMALE,107649,106435,1022,3,100,17,72
1276,SARGODHA,MIANWALI,ISAKHEL TEHSIL,TOTAL,BOTH SEXES,256497,255469,415,13,331,46,223
1277,SARGODHA,MIANWALI,ISAKHEL TEHSIL,TOTAL,MALE,125774,125305,206,9,141,12,101
1278,SARGODHA,MIANWALI,ISAKHEL TEHSIL,TOTAL,FEMALE,130723,130164,209,4,190,34,122
1279,SARGODHA,MIANWALI,ISAKHEL TEHSIL,RURAL,BOTH SEXES,212529,211827,295,11,249,25,122
1280,SARGODHA,MIANWALI,ISAKHEL TEHSIL,RURAL,MALE,103721,103391,146,8,114,8,54
1281,SARGODHA,MIANWALI,ISAKHEL TEHSIL,RURAL,FEMALE,108808,108436,149,3,135,17,68
1282,SARGODHA,MIANWALI,ISAKHEL TEHSIL,URBAN,BOTH SEXES,43968,43642,120,2,82,21,101
1283,SARGODHA,MIANWALI,ISAKHEL TEHSIL,URBAN,MALE,22053,21914,60,1,27,4,47
1284,SARGODHA,MIANWALI,ISAKHEL TEHSIL,URBAN,FEMALE,21915,21728,60,1,55,17,54
1285,SARGODHA,MIANWALI,MIANWALI TEHSIL,TOTAL,BOTH SEXES,532156,528024,3906,2,130,2,92
1286,SARGODHA,MIANWALI,MIANWALI TEHSIL,TOTAL,MALE,268168,266030,2019,1,66,2,50
1287,SARGODHA,MIANWALI,MIANWALI TEHSIL,TOTAL,FEMALE,263988,261994,1887,1,64,-,42
1288,SARGODHA,MIANWALI,MIANWALI TEHSIL,RURAL,BOTH SEXES,429435,427068,2212,2,98,2,53
1289,SARGODHA,MIANWALI,MIANWALI TEHSIL,RURAL,MALE,214967,213751,1132,1,55,2,26
1290,SARGODHA,MIANWALI,MIANWALI TEHSIL,RURAL,FEMALE,214468,213317,1080,1,43,-,27
1291,SARGODHA,MIANWALI,MIANWALI TEHSIL,URBAN,BOTH SEXES,102721,100956,1694,-,32,-,39
1292,SARGODHA,MIANWALI,MIANWALI TEHSIL,URBAN,MALE,53201,52279,887,-,11,-,24
1293,SARGODHA,MIANWALI,MIANWALI TEHSIL,URBAN,FEMALE,49520,48677,807,-,21,-,15
1294,SARGODHA,MIANWALI,PIPLAN TEHSIL,TOTAL,BOTH SEXES,267967,263638,3757,22,346,36,168
1295,SARGODHA,MIANWALI,PIPLAN TEHSIL,TOTAL,MALE,136369,134085,1964,14,205,14,87
1296,SARGODHA,MIANWALI,PIPLAN TEHSIL,TOTAL,FEMALE,131598,129553,1793,8,141,22,81
1297,SARGODHA,MIANWALI,PIPLAN TEHSIL,RURAL,BOTH SEXES,194646,190696,3442,13,295,36,164
1298,SARGODHA,MIANWALI,PIPLAN TEHSIL,RURAL,MALE,99262,97173,1804,7,178,14,86
1299,SARGODHA,MIANWALI,PIPLAN TEHSIL,RURAL,FEMALE,95384,93523,1638,6,117,22,78
1300,SARGODHA,MIANWALI,PIPLAN TEHSIL,URBAN,BOTH SEXES,73321,72942,315,9,51,-,4
1301,SARGODHA,MIANWALI,PIPLAN TEHSIL,URBAN,MALE,37107,36912,160,7,27,-,1
1302,SARGODHA,MIANWALI,PIPLAN TEHSIL,URBAN,FEMALE,36214,36030,155,2,24,-,3
1303,SARGODHA,SARGODHA,SARGODHA DISTRICT,TOTAL,BOTH SEXES,2665979,2598534,58689,106,8592,36,22
1304,SARGODHA,SARGODHA,SARGODHA DISTRICT,TOTAL,MALE,1372883,1337966,30576,57,4253,17,14
1305,SARGODHA,SARGODHA,SARGODHA DISTRICT,TOTAL,FEMALE,1293096,1260568,28113,49,4339,19,8
1306,SARGODHA,SARGODHA,SARGODHA DISTRICT,RURAL,BOTH SEXES,1915947,1878253,31000,84,6586,7,17
1307,SARGODHA,SARGODHA,SARGODHA DISTRICT,RURAL,MALE,982874,963370,16188,45,3257,3,11
1308,SARGODHA,SARGODHA,SARGODHA DISTRICT,RURAL,FEMALE,933073,914883,14812,39,3329,4,6
1309,SARGODHA,SARGODHA,SARGODHA DISTRICT,URBAN,BOTH SEXES,750032,720281,27689,22,2006,29,5
1310,SARGODHA,SARGODHA,SARGODHA DISTRICT,URBAN,MALE,390009,374596,14388,12,996,14,3
1311,SARGODHA,SARGODHA,SARGODHA DISTRICT,URBAN,FEMALE,360023,345685,13301,10,1010,15,2
1312,SARGODHA,SARGODHA,BHALWAL TEHSIL,TOTAL,BOTH SEXES,819887,813293,3975,73,2534,4,8
1313,SARGODHA,SARGODHA,BHALWAL TEHSIL,TOTAL,MALE,421682,418319,2050,39,1266,2,6
1314,SARGODHA,SARGODHA,BHALWAL TEHSIL,TOTAL,FEMALE,398205,394974,1925,34,1268,2,2
1315,SARGODHA,SARGODHA,BHALWAL TEHSIL,RURAL,BOTH SEXES,653058,648296,2470,73,2208,3,8
1316,SARGODHA,SARGODHA,BHALWAL TEHSIL,RURAL,MALE,335793,333380,1269,39,1097,2,6
1317,SARGODHA,SARGODHA,BHALWAL TEHSIL,RURAL,FEMALE,317265,314916,1201,34,1111,1,2
1318,SARGODHA,SARGODHA,BHALWAL TEHSIL,URBAN,BOTH SEXES,166829,164997,1505,-,326,1,-
1319,SARGODHA,SARGODHA,BHALWAL TEHSIL,URBAN,MALE,85889,84939,781,-,169,-,-
